state,district,enrol_total,demo_total,bio_total,total_activity,activity_tier,child_ratio,demographic_profile
ASSAM,CHARAIDEO,57.47826086956522,482.04347826086956,380.30434782608694,919.8260869565217,Medium_Low,0.39005483078086595,High_Child
ASSAM,CHIRANG,162.66666666666666,637.5,1280.875,2081.0416666666665,Medium_Low,0.522014215637201,Very_High_Child
ASSAM,DARRANG,284.8333333333333,1081.625,979.875,2346.333333333333,Medium_Low,0.4085274897002415,High_Child
ASSAM,DHEMAJI,247.44,815.0,724.28,1786.72,Medium_Low,0.39607772902301425,High_Child
ASSAM,DHUBRI,531.76,3086.68,2390.44,6008.879999999999,Medium_High,0.40125946931874157,High_Child
ASSAM,DIBRUGARH,290.125,1085.5833333333333,1086.375,2462.083333333333,Medium_High,0.3722795735319005,High_Child
ASSAM,DIMA HASAO,57.416666666666664,181.625,174.5,413.54166666666663,Medium_Low,0.4479596977329975,High_Child
ASSAM,GOALPARA,404.9166666666667,1473.25,910.0,2788.166666666667,Medium_High,0.3917149859525375,High_Child
ASSAM,GOLAGHAT,481.7083333333333,1181.3333333333333,856.8333333333334,2519.875,Medium_High,0.4020371380855532,High_Child
ASSAM,HAILAKANDI,260.3478260869565,965.4347826086956,963.8695652173913,2189.652173913043,Medium_Low,0.45335769032206824,High_Child
ASSAM,HOJAI,340.16,1388.32,1652.28,3380.76,Medium_High,0.36601237591547464,High_Child
ASSAM,JORHAT,191.41666666666666,749.5416666666666,620.5833333333334,1561.5416666666665,Medium_Low,0.3970702030578755,High_Child
ASSAM,KAMRUP,497.44,1549.4,1486.36,3533.2,Medium_High,0.4611683459753198,High_Child
ASSAM,KAMRUP METRO,270.39130434782606,1153.0434782608695,1191.695652173913,2615.1304347826085,Medium_High,0.36707787457604574,High_Child
ASSAM,KARBI ANGLONG,278.04347826086956,887.9130434782609,1204.7391304347825,2370.695652173913,Medium_Low,0.47984447786377143,High_Child
ASSAM,KARIMGANJ,618.1666666666666,1907.9166666666667,1483.4166666666667,4009.5,Medium_High,0.4413164567485555,High_Child
ASSAM,KOKRAJHAR,173.80769230769232,857.3076923076923,973.8076923076923,2004.9230769230767,Medium_Low,0.41862338858195214,High_Child
ASSAM,LAKHIMPUR,289.44,1423.84,1190.76,2904.04,Medium_High,0.3686312860704398,High_Child
ASSAM,MAJULI,28.043478260869566,189.30434782608697,180.1304347826087,397.47826086956525,Medium_Low,0.3759571209800919,High_Child
ASSAM,MARIGAON,414.32,1640.76,1320.0,3375.08,Medium_High,0.3748888915225713,High_Child
ASSAM,NAGAON,456.28,3698.16,4363.48,8517.919999999998,High_Activity,0.28639386141217577,Medium_Child
ASSAM,NALBARI,163.54166666666666,903.5,882.4583333333334,1949.5,Medium_Low,0.4555014106181072,High_Child
ASSAM,SIVASAGAR,138.17391304347825,536.6521739130435,487.5217391304348,1162.3478260869565,Medium_Low,0.4357746689608738,High_Child
ASSAM,SONITPUR,289.56,1442.04,962.64,2694.24,Medium_High,0.35443019181661617,High_Child
ASSAM,SOUTH SALMARA MANCACHAR,98.125,1237.875,527.7916666666666,1863.7916666666665,Medium_Low,0.26552055621381143,Medium_Child
ASSAM,TINSUKIA,349.5,1470.2083333333333,802.125,2621.833333333333,Medium_High,0.3312090776174433,Medium_Child
ASSAM,UDALGURI,246.4,886.52,1007.32,2140.2400000000002,Medium_Low,0.40987926587672413,High_Child
ASSAM,WEST KARBI ANGLONG,178.0,436.25,513.1666666666666,1127.4166666666665,Medium_Low,0.3733461453174662,High_Child
Andhra Pradesh,Alluri Sitharama Raju,4.6521739130434785,52.69565217391305,65.65217391304348,123.0,Medium_Low,0.4015553199010251,High_Child
Andhra Pradesh,Annamayya,0.0,3.0,0.0,3.0,Low_Activity,0.0,
Andhra Pradesh,Bapatla,0.47058823529411764,10.235294117647058,3.1176470588235294,13.823529411764705,Low_Activity,0.40425531914893614,High_Child
Andhra Pradesh,Chittoor,0.08333333333333333,1.8333333333333333,1.1666666666666667,3.083333333333333,Low_Activity,0.4864864864864865,High_Child
Andhra Pradesh,East Godavari,12.130434782608695,148.7391304347826,425.4782608695652,586.3478260869565,Medium_Low,0.4719709328192199,High_Child
Andhra Pradesh,Eluru,0.8666666666666667,15.0,3.0,18.866666666666667,Low_Activity,0.14840989399293286,Low_Child
Andhra Pradesh,Hyderabad,0.7647058823529411,7.176470588235294,14.235294117647058,22.176470588235293,Low_Activity,0.23872679045092837,Low_Child
Andhra Pradesh,K.V.Rangareddy,1.0,0.0,0.0,1.0,Low_Activity,1.0,Very_High_Child
Andhra Pradesh,K.v. Rangareddy,0.0,0.0,1.0,1.0,Low_Activity,0.5,High_Child
Andhra Pradesh,Khammam,1.4545454545454546,8.636363636363637,35.0,45.09090909090909,Low_Activity,0.3034274193548387,Medium_Child
Andhra Pradesh,Krishna,1.7619047619047619,17.523809523809526,55.42857142857143,74.71428571428572,Low_Activity,0.5411089866156787,Very_High_Child
Andhra Pradesh,Kurnool,5.409090909090909,70.54545454545455,231.63636363636363,307.59090909090907,Medium_Low,0.6035170681247229,Very_High_Child
Andhra Pradesh,Mahbubnagar,0.0,1.0,1.1666666666666667,2.166666666666667,Low_Activity,0.3076923076923077,Medium_Child
Andhra Pradesh,Nalgonda,1.0952380952380953,33.333333333333336,29.857142857142858,64.28571428571429,Low_Activity,0.11185185185185186,Low_Child
Andhra Pradesh,Nellore,4.478260869565218,35.30434782608695,119.95652173913044,159.73913043478262,Medium_Low,0.5304844855743059,Very_High_Child
Andhra Pradesh,Prakasam,3.0454545454545454,48.0,76.4090909090909,127.45454545454545,Medium_Low,0.4572039942938659,High_Child
Andhra Pradesh,Rangareddi,0.15789473684210525,8.631578947368421,18.36842105263158,27.157894736842103,Low_Activity,0.1937984496124031,Low_Child
Andhra Pradesh,Sri Potti Sriramulu Nellore,2.857142857142857,3.2142857142857144,4.0,10.071428571428571,Low_Activity,0.5531914893617021,Very_High_Child
Andhra Pradesh,Visakhapatnam,0.0,0.6666666666666666,0.3333333333333333,1.0,Low_Activity,0.0,
Andhra Pradesh,Warangal,0.47368421052631576,42.26315789473684,57.421052631578945,100.15789473684211,Medium_Low,0.27062532842879666,Medium_Child
Andhra Pradesh,West Godavari,1.7727272727272727,21.90909090909091,85.72727272727273,109.40909090909092,Medium_Low,0.41670128791026173,High_Child
Arunachal Pradesh,Kamle,1.6666666666666667,17.666666666666668,7.944444444444445,27.27777777777778,Low_Activity,0.3034623217922607,Medium_Child
Arunachal Pradesh,Longding,0.16666666666666666,8.0,11.5,19.666666666666664,Low_Activity,0.3700564971751412,High_Child
Arunachal Pradesh,Tirap,1.0476190476190477,11.714285714285714,21.666666666666668,34.42857142857143,Low_Activity,0.4066390041493776,High_Child
Arunachal Pradesh,Upper Siang,0.6,30.8,18.55,49.95,Low_Activity,0.3283283283283283,Medium_Child
Arunachal Pradesh,West Siang,0.26666666666666666,2.466666666666667,4.8,7.533333333333333,Low_Activity,0.6371681415929203,Very_High_Child
Assam,Cachar,0.5333333333333333,3.4,3.6666666666666665,7.6,Low_Activity,0.21929824561403508,Low_Child
Assam,Dhemaji,28.17391304347826,70.26086956521739,101.65217391304348,200.08695652173913,Medium_Low,0.4932637983485441,High_Child
Assam,Dibrugarh,1.9565217391304348,11.565217391304348,24.217391304347824,37.73913043478261,Low_Activity,0.3387096774193548,Medium_Child
Assam,Goalpara,8.26086956521739,42.73913043478261,49.82608695652174,100.82608695652175,Medium_Low,0.4635618801207417,High_Child
Assam,Jorhat,0.3333333333333333,1.6666666666666667,2.0,4.0,Low_Activity,0.45,High_Child
Assam,Lakhimpur,1.7647058823529411,9.588235294117647,16.941176470588236,28.294117647058822,Low_Activity,0.28482328482328484,Medium_Child
Assam,Sonitpur,0.375,1.125,0.25,1.75,Low_Activity,0.21428571428571427,Low_Child
BIHAR,ARARIA,687.2083333333334,6532.625,6808.708333333333,14028.541666666666,High_Activity,0.2969986782897961,Medium_Child
BIHAR,ARWAL,206.1304347826087,1964.2608695652175,1815.8260869565217,3986.217391304348,Medium_High,0.2778050456464121,Medium_Child
BIHAR,AURANGABAD,428.625,4503.208333333333,4081.9166666666665,9013.75,High_Activity,0.31344704849073174,Medium_Child
BIHAR,BANKA,469.9130434782609,4594.95652173913,4520.869565217391,9585.739130434782,High_Activity,0.32784661997895426,Medium_Child
BIHAR,BEGUSARAI,523.7826086956521,5614.521739130435,6198.739130434783,12337.04347826087,High_Activity,0.33516239533113423,Medium_Child
BIHAR,BHAGALPUR,817.24,5633.24,5404.44,11854.919999999998,High_Activity,0.3348618126482507,Medium_Child
BIHAR,BHOJPUR,562.6666666666666,6010.458333333333,4061.5,10634.625,High_Activity,0.25229302083210897,Medium_Child
BIHAR,BUXAR,288.0416666666667,2887.3333333333335,2296.4166666666665,5471.791666666666,Medium_High,0.28396396670804047,Medium_Child
BIHAR,DARBHANGA,707.9166666666666,6971.541666666667,9369.916666666666,17049.375,High_Activity,0.3209795080464826,Medium_Child
BIHAR,GAYA,1122.9166666666667,7686.125,7337.958333333333,16147.0,High_Activity,0.32908073739187876,Medium_Child
BIHAR,GOPALGANJ,652.5,4590.291666666667,4505.708333333333,9748.5,High_Activity,0.3099152006291566,Medium_Child
BIHAR,JAMUI,423.5217391304348,2703.8260869565215,3308.478260869565,6435.826086956522,Medium_High,0.39184186348159755,High_Child
BIHAR,JEHANABAD,163.79166666666666,1381.375,1231.2916666666667,2776.4583333333335,Medium_High,0.2878967509567044,Medium_Child
BIHAR,KAIMUR (BHABUA),329.2916666666667,2849.5,3252.875,6431.666666666666,Medium_High,0.3305713915522156,Medium_Child
BIHAR,KATIHAR,691.9166666666666,7626.25,8995.791666666666,17313.958333333332,High_Activity,0.30653013584896577,Medium_Child
BIHAR,KHAGARIA,367.75,3091.0,3273.9583333333335,6732.708333333334,Medium_High,0.33811925611907045,Medium_Child
BIHAR,KISHANGANJ,335.625,5863.5,5428.875,11628.0,High_Activity,0.24024982800137598,Low_Child
BIHAR,LAKHISARAI,250.52173913043478,1932.1739130434783,1978.7826086956522,4161.478260869565,Medium_High,0.3181666213928997,Medium_Child
BIHAR,MADHEPURA,297.2083333333333,3194.0,4003.0,7494.208333333334,High_Activity,0.3034565581198815,Medium_Child
BIHAR,MADHUBANI,979.5925925925926,6894.62962962963,9135.62962962963,17009.851851851854,High_Activity,0.334520735260176,Medium_Child
BIHAR,MUNGER,260.3478260869565,2114.086956521739,1894.2173913043478,4268.652173913043,Medium_High,0.289634239501319,Medium_Child
BIHAR,MUZAFFARPUR,1120.6,7902.72,7820.68,16844.0,High_Activity,0.3058465922583709,Medium_Child
BIHAR,NALANDA,497.6666666666667,5327.625,4321.208333333333,10146.5,High_Activity,0.2761255933901674,Medium_Child
BIHAR,NAWADA,733.25,4163.625,3975.9583333333335,8872.833333333334,High_Activity,0.3185660349005391,Medium_Child
BIHAR,PASHCHIM CHAMPARAN,1869.48,9345.4,6657.6,17872.48,High_Activity,0.3084474006964898,Medium_Child
BIHAR,PATNA,961.08,9649.72,8146.24,18757.04,High_Activity,0.28655480822133983,Medium_Child
BIHAR,PURBI CHAMPARAN,1704.1538461538462,9566.615384615385,8165.538461538462,19436.30769230769,High_Activity,0.3104617844478217,Medium_Child
BIHAR,PURNIA,744.4166666666666,5269.916666666667,8719.833333333334,14734.166666666668,High_Activity,0.34698263672869184,Medium_Child
BIHAR,ROHTAS,332.4583333333333,4917.666666666667,4695.666666666667,9945.791666666668,High_Activity,0.28753786149083155,Medium_Child
BIHAR,SAHARSA,542.8333333333334,3398.4166666666665,5065.166666666667,9006.416666666668,High_Activity,0.2881094034808516,Medium_Child
BIHAR,SAMASTIPUR,776.2608695652174,8153.739130434783,7855.434782608696,16785.434782608696,High_Activity,0.30017484102417985,Medium_Child
BIHAR,SARAN,1006.0833333333334,7089.125,6155.958333333333,14251.166666666666,High_Activity,0.2966394564187727,Medium_Child
BIHAR,SHEIKHPURA,152.41666666666666,1379.0,1900.9166666666667,3432.3333333333335,Medium_High,0.30837865397688646,Medium_Child
BIHAR,SHEOHAR,108.1304347826087,990.4347826086956,1036.7391304347825,2135.304347826087,Medium_Low,0.28117364391594724,Medium_Child
BIHAR,SITAMARHI,1537.857142857143,6403.107142857143,6909.392857142857,14850.357142857143,High_Activity,0.34552560063490534,Medium_Child
BIHAR,SIWAN,617.25,4955.791666666667,5050.666666666667,10623.708333333334,High_Activity,0.29797347912883526,Medium_Child
BIHAR,SUPAUL,430.2916666666667,4516.75,4767.666666666667,9714.708333333334,High_Activity,0.2757502584140028,Medium_Child
BIHAR,VAISHALI,733.9583333333334,6328.416666666667,6893.5,13955.875,High_Activity,0.30235474307415333,Medium_Child
Bihar,Arwal,0.7619047619047619,8.095238095238095,7.0,15.857142857142858,Low_Activity,0.2672672672672673,Medium_Child
Bihar,Aurangabad,6.434782608695652,67.1304347826087,81.0,154.56521739130437,Medium_Low,0.34852320675105486,Medium_Child
Bihar,Aurangabad(bh),0.0,0.0,1.0,1.0,Low_Activity,0.3333333333333333,Medium_Child
Bihar,Banka,23.26086956521739,224.52173913043478,247.3913043478261,495.17391304347825,Medium_Low,0.3308455527263149,Medium_Child
Bihar,Begusarai,13.73913043478261,131.04347826086956,151.30434782608697,296.0869565217391,Medium_Low,0.3406754772393539,Medium_Child
Bihar,Bhagalpur,25.434782608695652,324.5652173913044,321.1304347826087,671.1304347826087,Medium_Low,0.3206789323658979,Medium_Child
Bihar,Bhojpur,3.347826086956522,50.82608695652174,29.304347826086957,83.47826086956522,Low_Activity,0.21666666666666667,Low_Child
Bihar,East Champaran,0.6875,14.375,5.8125,20.875,Low_Activity,0.09580838323353294,Low_Child
Bihar,Gaya,0.2222222222222222,2.0,0.6666666666666666,2.888888888888889,Low_Activity,0.11538461538461539,Low_Child
Bihar,Jamui,26.217391304347824,193.34782608695653,238.30434782608697,457.8695652173913,Medium_Low,0.36824613047194,High_Child
Bihar,Jehanabad,6.086956521739131,92.65217391304348,60.0,158.73913043478262,Medium_Low,0.2514379622021364,Medium_Child
Bihar,Khagaria,3.4347826086956523,29.47826086956522,37.391304347826086,70.30434782608697,Low_Activity,0.3339517625231911,Medium_Child
Bihar,Kishanganj,42.869565217391305,396.5217391304348,654.8695652173913,1094.2608695652175,Medium_Low,0.3241417673235855,Medium_Child
Bihar,Lakhisarai,10.826086956521738,99.95652173913044,68.08695652173913,178.8695652173913,Medium_Low,0.27953330092367523,Medium_Child
Bihar,Madhepura,64.91666666666667,463.8333333333333,578.4166666666666,1107.1666666666665,Medium_Low,0.3472075869336143,Medium_Child
Bihar,Monghyr,0.0,1.0,0.0,1.0,Low_Activity,0.0,
Bihar,Munger,20.130434782608695,262.69565217391306,268.60869565217394,551.4347826086957,Medium_Low,0.2631080974532839,Medium_Child
Bihar,Muzaffarpur,23.434782608695652,271.5217391304348,258.6521739130435,553.608695652174,Medium_Low,0.2783318935050656,Medium_Child
Bihar,Nalanda,1.9565217391304348,64.78260869565217,24.130434782608695,90.86956521739131,Medium_Low,0.16698564593301435,Low_Child
Bihar,Nawada,2.7142857142857144,7.761904761904762,16.714285714285715,27.19047619047619,Low_Activity,0.329246935201401,Medium_Child
Bihar,Pashchim Champaran,0.0,1.3333333333333333,0.3333333333333333,1.6666666666666665,Low_Activity,0.0,
Bihar,Patna,37.34782608695652,454.3478260869565,310.4782608695652,802.1739130434783,Medium_Low,0.2669376693766938,Medium_Child
Bihar,Purba Champaran,2.0,0.0,1.0,3.0,Low_Activity,0.6666666666666666,Very_High_Child
Bihar,Purnea,0.0,0.8333333333333334,0.6666666666666666,1.5,Low_Activity,0.0,
Bihar,Purnia,30.08695652173913,340.7391304347826,458.3478260869565,829.1739130434783,Medium_Low,0.2919091814797336,Medium_Child
Bihar,Saharsa,5.791666666666667,40.708333333333336,45.583333333333336,92.08333333333334,Medium_Low,0.29683257918552036,Medium_Child
Bihar,Samastipur,7.956521739130435,58.21739130434783,75.30434782608695,141.47826086956522,Medium_Low,0.32544560540872775,Medium_Child
Bihar,Samstipur,0.0,1.5,0.0,1.5,Low_Activity,0.0,
Bihar,Saran,5.6521739130434785,36.30434782608695,49.95652173913044,91.91304347826087,Medium_Low,0.29422894985808895,Medium_Child
Bihar,Sheikhpura,1.0,12.380952380952381,22.428571428571427,35.80952380952381,Low_Activity,0.2898936170212766,Medium_Child
Bihar,Sitamarhi,2.0,11.08695652173913,29.26086956521739,42.34782608695652,Low_Activity,0.3459958932238193,Medium_Child
Bihar,Vaishali,12.782608695652174,87.17391304347827,110.43478260869566,210.3913043478261,Medium_Low,0.3137011779293242,Medium_Child
Bihar,West Champaran,2.608695652173913,37.82608695652174,31.695652173913043,72.1304347826087,Low_Activity,0.2863170584689572,Medium_Child
CHANDIGARH,CHANDIGARH,116.56521739130434,3588.608695652174,3139.086956521739,6844.260869565218,Medium_High,0.3998780317371584,High_Child
CHHATTISGARH,BALOD,73.47826086956522,2730.7391304347825,3708.7391304347825,6512.95652173913,Medium_High,0.2377134541182125,Low_Child
CHHATTISGARH,BALODA BAZAR,205.1304347826087,4919.739130434783,5780.913043478261,10905.782608695652,High_Activity,0.25337973871061625,Medium_Child
CHHATTISGARH,BALRAMPUR,255.1304347826087,2883.913043478261,2877.608695652174,6016.652173913044,Medium_High,0.24294891713577535,Low_Child
CHHATTISGARH,BASTAR,56.95652173913044,633.5217391304348,639.5652173913044,1330.0434782608695,Medium_Low,0.25903043378771534,Medium_Child
CHHATTISGARH,BEMETARA,108.0,2354.3478260869565,4437.347826086957,6899.695652173914,Medium_High,0.2468287826180109,Low_Child
CHHATTISGARH,BIJAPUR,21.17391304347826,85.56521739130434,144.43478260869566,251.17391304347825,Medium_Low,0.4214990479487623,High_Child
CHHATTISGARH,BILASPUR,307.5,4861.333333333333,6561.416666666667,11730.25,High_Activity,0.24812628318521202,Low_Child
CHHATTISGARH,DANTEWADA,84.21739130434783,360.7826086956522,1955.608695652174,2400.608695652174,Medium_Low,0.31156952946716415,Medium_Child
CHHATTISGARH,DHAMTARI,75.82608695652173,1802.8260869565217,3568.521739130435,5447.173913043478,Medium_High,0.22731372470766653,Low_Child
CHHATTISGARH,DURG,195.33333333333334,4637.5,8189.583333333333,13022.416666666666,High_Activity,0.3169758557359425,Medium_Child
CHHATTISGARH,GARIYABAND,64.08695652173913,1204.8260869565217,2312.6521739130435,3581.5652173913045,Medium_High,0.24032485189861125,Low_Child
CHHATTISGARH,GAURELLA PENDRA MARWAHI,93.1304347826087,994.2608695652174,1537.2608695652175,2624.6521739130435,Medium_High,0.260655656236023,Medium_Child
CHHATTISGARH,JANJGIR-CHAMPA,207.95833333333334,5031.916666666667,7509.625,12749.5,High_Activity,0.20734800057518596,Low_Child
CHHATTISGARH,JASHPUR,101.0,2582.521739130435,2976.1304347826085,5659.652173913044,Medium_High,0.28624435362443534,Medium_Child
CHHATTISGARH,KABIRDHAM,129.69565217391303,4006.478260869565,3951.3478260869565,8087.521739130434,High_Activity,0.26781461510754623,Medium_Child
CHHATTISGARH,KANKER,65.47826086956522,946.3478260869565,1564.0869565217392,2575.913043478261,Medium_High,0.2608277352057523,Medium_Child
CHHATTISGARH,KONDAGAON,143.8695652173913,2757.695652173913,2489.913043478261,5391.478260869566,Medium_High,0.20644495338860036,Low_Child
CHHATTISGARH,KORBA,161.2608695652174,3779.0434782608695,4515.0,8455.304347826088,High_Activity,0.23138549508412523,Low_Child
CHHATTISGARH,KOREA,92.26086956521739,1637.608695652174,2737.6521739130435,4467.521739130435,Medium_High,0.23829961169016964,Low_Child
